"OrderNumber";"OrderDate";"OrderStatus";"CustomerFirstName";"CustomerLastName";"CustomerEmail";"CategoryName";"ProductName";"SKU";"Quantity";"UnitPrice";"Discount";"LineTotal";"ShippingTotal";"GrandTotal"
"ORD-10633";"2007-08-15 07:00:00";"delivered";"John";"Kane";"john.kane@example.com";"Confections";"Product HLGZA";"SKU-0026";"35";"31.23";"0.150";"929.09";"477.90";"5988.49"
"ORD-10633";"2007-08-15 07:00:00";"delivered";"John";"Kane";"john.kane@example.com";"Dairy Product";"Product OSFNS";"SKU-0012";"36";"38.00";"0.150";"1162.80";"477.90";"5988.49"
"ORD-10634";"2007-08-15 07:00:00";"delivered";"Karan";"Khanna";"karan.khanna@example.com";"Produce";"Product HMLNI";"SKU-0007";"35";"30.00";"0.000";"1050.00";"487.38";"5472.88"
"ORD-10633";"2007-08-15 07:00:00";"delivered";"John";"Kane";"john.kane@example.com";"Confections";"Product WUXYK";"SKU-0062";"80";"49.30";"0.150";"3352.40";"477.90";"5988.49"
"ORD-10634";"2007-08-15 07:00:00";"delivered";"Karan";"Khanna";"karan.khanna@example.com";"Produce";"Product APITJ";"SKU-0051";"15";"53.00";"0.000";"795.00";"487.38";"5472.88"
"ORD-10633";"2007-08-15 07:00:00";"delivered";"John";"Kane";"john.kane@example.com";"Seafood";"Product POXFU";"SKU-0013";"13";"6.00";"0.150";"66.30";"477.90";"5988.49"
"ORD-10632";"2007-08-14 07:00:00";"delivered";"Manoj";"Syamala";"manoj.syamala@example.com";"Dairy Product";"Product ASTMN";"SKU-0033";"20";"2.50";"0.050";"47.50";"41.38";"630.38"
"ORD-10632";"2007-08-14 07:00:00";"delivered";"Manoj";"Syamala";"manoj.syamala@example.com";"Beverages";"Product RECZE";"SKU-0002";"30";"19.00";"0.050";"541.50";"41.38";"630.38"
"ORD-10631";"2007-08-14 07:00:00";"delivered";"Tim";"Litton";"tim.litton@example.com";"Beverages";"Product BWRLG";"SKU-0075";"8";"7.75";"0.100";"55.80";"0.87";"56.67"
"ORD-10630";"2007-08-13 07:00:00";"delivered";"Lolan";"Song";"lolan.song@example.com";"Beverages";"Product JYGFE";"SKU-0076";"35";"18.00";"0.000";"630.00";"32.35";"935.95"
"ORD-10630";"2007-08-13 07:00:00";"delivered";"Lolan";"Song";"lolan.song@example.com";"Meat/Poultry";"Product YYWRT";"SKU-0055";"12";"24.00";"0.050";"273.60";"32.35";"935.95"
"ORD-10628";"2007-08-12 07:00:00";"delivered";"Dushyant";"Bansal";"dushyant.bansal@example.com";"Beverages";"Product HHYDP";"SKU-0001";"25";"18.00";"0.000";"450.00";"30.36";"480.36"
"ORD-10629";"2007-08-12 07:00:00";"delivered";"Rostislav";"Shabalin";"rostislav.shabalin@example.com";"Meat/Poultry";"Product VJXYN";"SKU-0029";"20";"123.79";"0.000";"2475.80";"85.46";"2860.51"
"ORD-10629";"2007-08-12 07:00:00";"delivered";"Rostislav";"Shabalin";"rostislav.shabalin@example.com";"Grains/Cereals";"Product HCQDE";"SKU-0064";"9";"33.25";"0.000";"299.25";"85.46";"2860.51"
"ORD-10626";"2007-08-11 07:00:00";"delivered";"Tom";"Higginbotham";"tom.higginbotham@example.com";"Dairy Product";"Product WHBYK";"SKU-0060";"20";"34.00";"0.000";"680.00";"138.69";"1642.29"
"ORD-10627";"2007-08-11 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Confections";"Product WUXYK";"SKU-0062";"15";"49.30";"0.000";"739.50";"107.46";"1293.21"
"ORD-10626";"2007-08-11 07:00:00";"delivered";"Tom";"Higginbotham";"tom.higginbotham@example.com";"Dairy Product";"Product MYMOI";"SKU-0071";"20";"21.50";"0.000";"430.00";"138.69";"1642.29"
"ORD-10626";"2007-08-11 07:00:00";"delivered";"Tom";"Higginbotham";"tom.higginbotham@example.com";"Meat/Poultry";"Product BKGEA";"SKU-0053";"12";"32.80";"0.000";"393.60";"138.69";"1642.29"
"ORD-10627";"2007-08-11 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Seafood";"Product WEUJZ";"SKU-0073";"35";"15.00";"0.150";"446.25";"107.46";"1293.21"
"ORD-10625";"2007-08-08 07:00:00";"delivered";"Mark";"Hassall";"mark.hassall@example.com";"Produce";"Product PWCJB";"SKU-0014";"3";"23.25";"0.000";"69.75";"43.90";"523.65"
"ORD-10625";"2007-08-08 07:00:00";"delivered";"Mark";"Hassall";"mark.hassall@example.com";"Grains/Cereals";"Product RJVNM";"SKU-0042";"5";"14.00";"0.000";"70.00";"43.90";"523.65"
"ORD-10625";"2007-08-08 07:00:00";"delivered";"Mark";"Hassall";"mark.hassall@example.com";"Dairy Product";"Product WHBYK";"SKU-0060";"10";"34.00";"0.000";"340.00";"43.90";"523.65"
"ORD-10624";"2007-08-07 07:00:00";"delivered";"Robin";"Young";"robin.young@example.com";"Meat/Poultry";"Product VJXYN";"SKU-0029";"6";"123.79";"0.000";"742.74";"94.80";"1488.04"
"ORD-10623";"2007-08-07 07:00:00";"delivered";"Jason";"Carlson";"jason.carlson@example.com";"Beverages";"Product NEVTJ";"SKU-0035";"30";"18.00";"0.100";"486.00";"97.18";"1434.13"
"ORD-10623";"2007-08-07 07:00:00";"delivered";"Jason";"Carlson";"jason.carlson@example.com";"Beverages";"Product QOGNU";"SKU-0024";"3";"4.50";"0.000";"13.50";"97.18";"1434.13"
"ORD-10623";"2007-08-07 07:00:00";"delivered";"Jason";"Carlson";"jason.carlson@example.com";"Confections";"Product VJZZH";"SKU-0021";"25";"10.00";"0.100";"225.00";"97.18";"1434.13"
"ORD-10624";"2007-08-07 07:00:00";"delivered";"Robin";"Young";"robin.young@example.com";"Condiments";"Product VJIEO";"SKU-0044";"10";"19.45";"0.000";"194.50";"94.80";"1488.04"
"ORD-10623";"2007-08-07 07:00:00";"delivered";"Jason";"Carlson";"jason.carlson@example.com";"Confections";"Product XKXDO";"SKU-0019";"15";"9.20";"0.100";"124.20";"97.18";"1434.13"
"ORD-10624";"2007-08-07 07:00:00";"delivered";"Robin";"Young";"robin.young@example.com";"Produce";"Product OFBNT";"SKU-0028";"10";"45.60";"0.000";"456.00";"94.80";"1488.04"
"ORD-10623";"2007-08-07 07:00:00";"delivered";"Jason";"Carlson";"jason.carlson@example.com";"Produce";"Product PWCJB";"SKU-0014";"21";"23.25";"0.000";"488.25";"97.18";"1434.13"
"ORD-10622";"2007-08-06 07:00:00";"delivered";"Euan";"Garden";"euan.garden@example.com";"Confections";"Product TBTBL";"SKU-0068";"18";"12.50";"0.200";"180.00";"50.97";"610.97"
"ORD-10622";"2007-08-06 07:00:00";"delivered";"Euan";"Garden";"euan.garden@example.com";"Beverages";"Product RECZE";"SKU-0002";"20";"19.00";"0.000";"380.00";"50.97";"610.97"
"ORD-10621";"2007-08-05 07:00:00";"delivered";"Frank";"Lee";"frank.lee@example.com";"Grains/Cereals";"Product JLUDZ";"SKU-0023";"10";"9.00";"0.000";"90.00";"23.73";"782.23"
"ORD-10621";"2007-08-05 07:00:00";"delivered";"Frank";"Lee";"frank.lee@example.com";"Dairy Product";"Product MYMOI";"SKU-0071";"15";"21.50";"0.000";"322.50";"23.73";"782.23"
"ORD-10621";"2007-08-05 07:00:00";"delivered";"Frank";"Lee";"frank.lee@example.com";"Confections";"Product XKXDO";"SKU-0019";"5";"9.20";"0.000";"46.00";"23.73";"782.23"
"ORD-10620";"2007-08-05 07:00:00";"delivered";"Dominik";"Steiner";"dominik.steiner@example.com";"Beverages";"Product QOGNU";"SKU-0024";"5";"4.50";"0.000";"22.50";"0.94";"58.44"
"ORD-10621";"2007-08-05 07:00:00";"delivered";"Frank";"Lee";"frank.lee@example.com";"Beverages";"Product TOONT";"SKU-0070";"20";"15.00";"0.000";"300.00";"23.73";"782.23"
"ORD-10620";"2007-08-05 07:00:00";"delivered";"Dominik";"Steiner";"dominik.steiner@example.com";"Grains/Cereals";"Product QSRXF";"SKU-0052";"5";"7.00";"0.000";"35.00";"0.94";"58.44"
"ORD-10619";"2007-08-04 07:00:00";"delivered";"Maurice";"Taylor";"maurice.taylor@example.com";"Confections";"Product VJZZH";"SKU-0021";"42";"10.00";"0.000";"420.00";"91.05";"1351.05"
"ORD-10619";"2007-08-04 07:00:00";"delivered";"Maurice";"Taylor";"maurice.taylor@example.com";"Grains/Cereals";"Product CPHFY";"SKU-0022";"40";"21.00";"0.000";"840.00";"91.05";"1351.05"
"ORD-10618";"2007-08-01 07:00:00";"delivered";"Maurice";"Taylor";"maurice.taylor@example.com";"Grains/Cereals";"Product VKCMF";"SKU-0056";"20";"38.00";"0.000";"760.00";"154.68";"2852.18"
"ORD-10618";"2007-08-01 07:00:00";"delivered";"Maurice";"Taylor";"maurice.taylor@example.com";"Condiments";"Product VAIIV";"SKU-0006";"70";"25.00";"0.000";"1750.00";"154.68";"2852.18"
"ORD-10618";"2007-08-01 07:00:00";"delivered";"Maurice";"Taylor";"maurice.taylor@example.com";"Confections";"Product TBTBL";"SKU-0068";"15";"12.50";"0.000";"187.50";"154.68";"2852.18"
"ORD-10616";"2007-07-31 07:00:00";"delivered";"Venky";"Krishnan";"venky.krishnan@example.com";"Dairy Product";"Product MYMOI";"SKU-0071";"15";"21.50";"0.050";"306.38";"116.53";"4923.54"
"ORD-10616";"2007-07-31 07:00:00";"delivered";"Venky";"Krishnan";"venky.krishnan@example.com";"Beverages";"Product TOONT";"SKU-0070";"15";"15.00";"0.050";"213.75";"116.53";"4923.54"
"ORD-10617";"2007-07-31 07:00:00";"delivered";"Venky";"Krishnan";"venky.krishnan@example.com";"Dairy Product";"Product UKXRI";"SKU-0059";"30";"55.00";"0.150";"1402.50";"18.53";"1421.03"
"ORD-10616";"2007-07-31 07:00:00";"delivered";"Venky";"Krishnan";"venky.krishnan@example.com";"Beverages";"Product QDOMO";"SKU-0038";"15";"263.50";"0.050";"3754.88";"116.53";"4923.54"
"ORD-10616";"2007-07-31 07:00:00";"delivered";"Venky";"Krishnan";"venky.krishnan@example.com";"Grains/Cereals";"Product VKCMF";"SKU-0056";"14";"38.00";"0.000";"532.00";"116.53";"4923.54"
"ORD-10615";"2007-07-30 07:00:00";"delivered";"Katarina";"Larsson";"katarina.larsson@example.com";"Meat/Poultry";"Product YYWRT";"SKU-0055";"5";"24.00";"0.000";"120.00";"0.75";"120.75"
"ORD-10614";"2007-07-29 07:00:00";"delivered";"Carole";"Poland";"carole.poland@example.com";"Confections";"Product VJZZH";"SKU-0021";"8";"10.00";"0.000";"80.00";"1.93";"465.93"
"ORD-10614";"2007-07-29 07:00:00";"delivered";"Carole";"Poland";"carole.poland@example.com";"Dairy Product";"Product QMVUN";"SKU-0011";"14";"21.00";"0.000";"294.00";"1.93";"465.93"
"ORD-10613";"2007-07-29 07:00:00";"delivered";"Kris";"Langohr";"kris.langohr@example.com";"Seafood";"Product POXFU";"SKU-0013";"8";"6.00";"0.100";"43.20";"8.11";"361.31"
"ORD-10614";"2007-07-29 07:00:00";"delivered";"Carole";"Poland";"carole.poland@example.com";"Beverages";"Product LSOFL";"SKU-0039";"5";"18.00";"0.000";"90.00";"1.93";"465.93"
"ORD-10613";"2007-07-29 07:00:00";"delivered";"Kris";"Langohr";"kris.langohr@example.com";"Beverages";"Product BWRLG";"SKU-0075";"40";"7.75";"0.000";"310.00";"8.11";"361.31"
"ORD-10612";"2007-07-28 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Seafood";"Product GMKIJ";"SKU-0036";"55";"19.00";"0.000";"1045.00";"544.08";"6919.08"
"ORD-10612";"2007-07-28 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Confections";"Product FPYPN";"SKU-0049";"18";"20.00";"0.000";"360.00";"544.08";"6919.08"
"ORD-10612";"2007-07-28 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Beverages";"Product JYGFE";"SKU-0076";"80";"18.00";"0.000";"1440.00";"544.08";"6919.08"
"ORD-10612";"2007-07-28 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Seafood";"Product YHXGE";"SKU-0010";"70";"31.00";"0.000";"2170.00";"544.08";"6919.08"
"ORD-10612";"2007-07-28 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Dairy Product";"Product WHBYK";"SKU-0060";"40";"34.00";"0.000";"1360.00";"544.08";"6919.08"
"ORD-10611";"2007-07-25 07:00:00";"delivered";"Steve";"Conn";"steve.conn@example.com";"Beverages";"Product RECZE";"SKU-0002";"10";"19.00";"0.000";"190.00";"80.65";"888.65"
"ORD-10611";"2007-07-25 07:00:00";"delivered";"Steve";"Conn";"steve.conn@example.com";"Dairy Product";"Product WHBYK";"SKU-0060";"15";"34.00";"0.000";"510.00";"80.65";"888.65"
"ORD-10610";"2007-07-25 07:00:00";"delivered";"Tim";"Litton";"tim.litton@example.com";"Seafood";"Product GMKIJ";"SKU-0036";"21";"19.00";"0.250";"299.25";"26.78";"326.03"
"ORD-10611";"2007-07-25 07:00:00";"delivered";"Steve";"Conn";"steve.conn@example.com";"Beverages";"Product HHYDP";"SKU-0001";"6";"18.00";"0.000";"108.00";"80.65";"888.65"
"ORD-10609";"2007-07-24 07:00:00";"delivered";"Arif";"Rizaldy";"arif.rizaldy@example.com";"Confections";"Product VJZZH";"SKU-0021";"6";"10.00";"0.000";"60.00";"1.85";"425.85"
"ORD-10609";"2007-07-24 07:00:00";"delivered";"Arif";"Rizaldy";"arif.rizaldy@example.com";"Seafood";"Product YHXGE";"SKU-0010";"10";"31.00";"0.000";"310.00";"1.85";"425.85"
"ORD-10609";"2007-07-24 07:00:00";"delivered";"Arif";"Rizaldy";"arif.rizaldy@example.com";"Beverages";"Product HHYDP";"SKU-0001";"3";"18.00";"0.000";"54.00";"1.85";"425.85"
"ORD-10608";"2007-07-23 07:00:00";"delivered";"Jim";"Wickham";"jim.wickham@example.com";"Grains/Cereals";"Product VKCMF";"SKU-0056";"28";"38.00";"0.000";"1064.00";"27.79";"1091.79"
"ORD-10606";"2007-07-22 07:00:00";"delivered";"Jean-Philippe";"Nagel";"jeanphilippe.nagel@example.com";"Condiments";"Product KSBRM";"SKU-0004";"20";"22.00";"0.200";"352.00";"79.40";"1209.80"
"ORD-10606";"2007-07-22 07:00:00";"delivered";"Jean-Philippe";"Nagel";"jeanphilippe.nagel@example.com";"Confections";"Product WUXYK";"SKU-0062";"10";"49.30";"0.200";"394.40";"79.40";"1209.80"
"ORD-10607";"2007-07-22 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Produce";"Product HMLNI";"SKU-0007";"45";"30.00";"0.000";"1350.00";"200.24";"6675.64"
"ORD-10607";"2007-07-22 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Meat/Poultry";"Product BLCAX";"SKU-0017";"100";"39.00";"0.000";"3900.00";"200.24";"6675.64"
"ORD-10607";"2007-07-22 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Dairy Product";"Product ASTMN";"SKU-0033";"14";"2.50";"0.000";"35.00";"200.24";"6675.64"
"ORD-10607";"2007-07-22 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Seafood";"Product YZIXQ";"SKU-0040";"42";"18.40";"0.000";"772.80";"200.24";"6675.64"
"ORD-10606";"2007-07-22 07:00:00";"delivered";"Jean-Philippe";"Nagel";"jeanphilippe.nagel@example.com";"Meat/Poultry";"Product YYWRT";"SKU-0055";"20";"24.00";"0.200";"384.00";"79.40";"1209.80"
"ORD-10607";"2007-07-22 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Dairy Product";"Product GEEOO";"SKU-0072";"12";"34.80";"0.000";"417.60";"200.24";"6675.64"
"ORD-10605";"2007-07-21 07:00:00";"delivered";"Maurice";"Taylor";"maurice.taylor@example.com";"Dairy Product";"Product MYMOI";"SKU-0071";"15";"21.50";"0.050";"306.38";"379.13";"4488.84"
"ORD-10605";"2007-07-21 07:00:00";"delivered";"Maurice";"Taylor";"maurice.taylor@example.com";"Confections";"Product PAFRH";"SKU-0016";"30";"17.45";"0.050";"497.33";"379.13";"4488.84"
"ORD-10605";"2007-07-21 07:00:00";"delivered";"Maurice";"Taylor";"maurice.taylor@example.com";"Dairy Product";"Product UKXRI";"SKU-0059";"20";"55.00";"0.050";"1045.00";"379.13";"4488.84"
"ORD-10605";"2007-07-21 07:00:00";"delivered";"Maurice";"Taylor";"maurice.taylor@example.com";"Dairy Product";"Product WHBYK";"SKU-0060";"70";"34.00";"0.050";"2261.00";"379.13";"4488.84"
"ORD-10604";"2007-07-18 07:00:00";"delivered";"Giorgio";"Cavaglieri";"giorgio.cavaglieri@example.com";"Beverages";"Product JYGFE";"SKU-0076";"10";"18.00";"0.100";"162.00";"7.46";"238.31"
"ORD-10603";"2007-07-18 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Confections";"Product FPYPN";"SKU-0049";"25";"20.00";"0.050";"475.00";"48.77";"1531.77"
"ORD-10604";"2007-07-18 07:00:00";"delivered";"Giorgio";"Cavaglieri";"giorgio.cavaglieri@example.com";"Confections";"Product MYNXN";"SKU-0048";"6";"12.75";"0.100";"68.85";"7.46";"238.31"
"ORD-10603";"2007-07-18 07:00:00";"delivered";"Tomás";"Navarro";"tomas.navarro@example.com";"Grains/Cereals";"Product CPHFY";"SKU-0022";"48";"21.00";"0.000";"1008.00";"48.77";"1531.77"
"ORD-10602";"2007-07-17 07:00:00";"delivered";"Karl";"Fonteneau";"karl.fonteneau@example.com";"Condiments";"Product LUNZZ";"SKU-0077";"5";"13.00";"0.250";"48.75";"2.92";"51.67"
"ORD-10601";"2007-07-16 07:00:00";"delivered";"Kris";"Langohr";"kris.langohr@example.com";"Dairy Product";"Product UKXRI";"SKU-0059";"35";"55.00";"0.000";"1925.00";"58.30";"2343.30"
"ORD-10600";"2007-07-16 07:00:00";"delivered";"Denise";"Smith";"denise.smith@example.com";"Meat/Poultry";"Product QAQRL";"SKU-0054";"4";"7.45";"0.000";"29.80";"45.13";"524.93"
"ORD-10601";"2007-07-16 07:00:00";"delivered";"Kris";"Langohr";"kris.langohr@example.com";"Seafood";"Product POXFU";"SKU-0013";"60";"6.00";"0.000";"360.00";"58.30";"2343.30"
"ORD-10600";"2007-07-16 07:00:00";"delivered";"Denise";"Smith";"denise.smith@example.com";"Seafood";"Product WEUJZ";"SKU-0073";"30";"15.00";"0.000";"450.00";"45.13";"524.93"
"ORD-10599";"2007-07-15 07:00:00";"delivered";"David";"Jaffe";"david.jaffe@example.com";"Confections";"Product WUXYK";"SKU-0062";"10";"49.30";"0.000";"493.00";"29.98";"522.98"
"ORD-10598";"2007-07-14 07:00:00";"delivered";"Michael";"Moore";"michael.moore@example.com";"Confections";"Product SMIOH";"SKU-0027";"50";"43.90";"0.000";"2195.00";"44.42";"2432.92"
"ORD-10598";"2007-07-14 07:00:00";"delivered";"Michael";"Moore";"michael.moore@example.com";"Dairy Product";"Product MYMOI";"SKU-0071";"9";"21.50";"0.000";"193.50";"44.42";"2432.92"
"ORD-10597";"2007-07-11 07:00:00";"delivered";"Tosh";"Meston";"tosh.meston@example.com";"Beverages";"Product QOGNU";"SKU-0024";"35";"4.50";"0.200";"126.00";"35.12";"753.20"
"ORD-10597";"2007-07-11 07:00:00";"delivered";"Tosh";"Meston";"tosh.meston@example.com";"Grains/Cereals";"Product OVLQI";"SKU-0057";"20";"19.50";"0.000";"390.00";"35.12";"753.20"
"ORD-10596";"2007-07-11 07:00:00";"delivered";"Ronaldo";"Smith Jr.";"ronaldo.smithjr@example.com";"Grains/Cereals";"Product VKCMF";"SKU-0056";"5";"38.00";"0.200";"152.00";"16.34";"1197.22"
"ORD-10596";"2007-07-11 07:00:00";"delivered";"Ronaldo";"Smith Jr.";"ronaldo.smithjr@example.com";"Beverages";"Product BWRLG";"SKU-0075";"30";"7.75";"0.200";"186.00";"16.34";"1197.22"
"ORD-10596";"2007-07-11 07:00:00";"delivered";"Ronaldo";"Smith Jr.";"ronaldo.smithjr@example.com";"Condiments";"Product ICKNK";"SKU-0063";"24";"43.90";"0.200";"842.88";"16.34";"1197.22"
"ORD-10597";"2007-07-11 07:00:00";"delivered";"Tosh";"Meston";"tosh.meston@example.com";"Condiments";"Product XYWBZ";"SKU-0065";"12";"21.05";"0.200";"202.08";"35.12";"753.20"
"ORD-10595";"2007-07-10 07:00:00";"delivered";"John";"Kane";"john.kane@example.com";"Condiments";"Product XYZPE";"SKU-0061";"120";"28.50";"0.250";"2565.00";"96.78";"4821.78"
"ORD-10595";"2007-07-10 07:00:00";"delivered";"John";"Kane";"john.kane@example.com";"Dairy Product";"Product COAXA";"SKU-0069";"65";"36.00";"0.250";"1755.00";"96.78";"4821.78"
"ORD-10595";"2007-07-10 07:00:00";"delivered";"John";"Kane";"john.kane@example.com";"Beverages";"Product NEVTJ";"SKU-0035";"30";"18.00";"0.250";"405.00";"96.78";"4821.78"
"ORD-10593";"2007-07-09 07:00:00";"delivered";"George";"Louverdis";"george.louverdis@example.com";"Confections";"Product QHFFP";"SKU-0020";"21";"81.00";"0.200";"1360.80";"174.20";"2168.60"
"ORD-10593";"2007-07-09 07:00:00";"delivered";"George";"Louverdis";"george.louverdis@example.com";"Dairy Product";"Product COAXA";"SKU-0069";"20";"36.00";"0.200";"576.00";"174.20";"2168.60"
"ORD-10594";"2007-07-09 07:00:00";"delivered";"Anja";"Egelund-Muller";"anja.egelundmuller@example.com";"Seafood";"Product ACRVI";"SKU-0058";"30";"13.25";"0.000";"397.50";"5.24";"570.74"
"ORD-10594";"2007-07-09 07:00:00";"delivered";"Anja";"Egelund-Muller";"anja.egelundmuller@example.com";"Grains/Cereals";"Product QSRXF";"SKU-0052";"24";"7.00";"0.000";"168.00";"5.24";"570.74"
"ORD-10593";"2007-07-09 07:00:00";"delivered";"George";"Louverdis";"george.louverdis@example.com";"Beverages";"Product JYGFE";"SKU-0076";"4";"18.00";"0.200";"57.60";"174.20";"2168.60"
"ORD-10592";"2007-07-08 07:00:00";"delivered";"George";"Louverdis";"george.louverdis@example.com";"Confections";"Product HLGZA";"SKU-0026";"5";"31.23";"0.050";"148.34";"32.10";"548.57"
"ORD-10592";"2007-07-08 07:00:00";"delivered";"George";"Louverdis";"george.louverdis@example.com";"Condiments";"Product KSZOI";"SKU-0015";"25";"15.50";"0.050";"368.13";"32.10";"548.57"
"ORD-10590";"2007-07-07 07:00:00";"delivered";"Maurice";"Taylor";"maurice.taylor@example.com";"Condiments";"Product LUNZZ";"SKU-0077";"60";"13.00";"0.050";"741.00";"44.77";"1145.77"
"ORD-10591";"2007-07-07 07:00:00";"delivered";"Karl";"Fonteneau";"karl.fonteneau@example.com";"Condiments";"Product IMEHJ";"SKU-0003";"14";"10.00";"0.000";"140.00";"55.92";"868.42"
"ORD-10591";"2007-07-07 07:00:00";"delivered";"Karl";"Fonteneau";"karl.fonteneau@example.com";"Produce";"Product HMLNI";"SKU-0007";"10";"30.00";"0.000";"300.00";"55.92";"868.42"
"ORD-10591";"2007-07-07 07:00:00";"delivered";"Karl";"Fonteneau";"karl.fonteneau@example.com";"Meat/Poultry";"Product QAQRL";"SKU-0054";"50";"7.45";"0.000";"372.50";"55.92";"868.42"
"ORD-10590";"2007-07-07 07:00:00";"delivered";"Maurice";"Taylor";"maurice.taylor@example.com";"Beverages";"Product HHYDP";"SKU-0001";"20";"18.00";"0.000";"360.00";"44.77";"1145.77"
"ORD-10589";"2007-07-04 07:00:00";"delivered";"Venky";"Krishnan";"venky.krishnan@example.com";"Beverages";"Product NEVTJ";"SKU-0035";"4";"18.00";"0.000";"72.00";"4.42";"76.42"
"ORD-10588";"2007-07-03 07:00:00";"delivered";"Giorgio";"Veronesi";"giorgio.veronesi@example.com";"Grains/Cereals";"Product RJVNM";"SKU-0042";"100";"14.00";"0.200";"1120.00";"194.67";"3314.67"
"ORD-10588";"2007-07-03 07:00:00";"delivered";"Giorgio";"Veronesi";"giorgio.veronesi@example.com";"Seafood";"Product CKEDC";"SKU-0018";"40";"62.50";"0.200";"2000.00";"194.67";"3314.67"
"ORD-10587";"2007-07-02 07:00:00";"delivered";"Krzysztof";"Florczyk";"krzysztof.florczyk@example.com";"Beverages";"Product NEVTJ";"SKU-0035";"20";"18.00";"0.000";"360.00";"62.52";"869.90"
"ORD-10586";"2007-07-02 07:00:00";"delivered";"Florian";"Voss";"florian.voss@example.com";"Grains/Cereals";"Product QSRXF";"SKU-0052";"4";"7.00";"0.150";"23.80";"0.48";"24.28"
"ORD-10587";"2007-07-02 07:00:00";"delivered";"Krzysztof";"Florczyk";"krzysztof.florczyk@example.com";"Condiments";"Product LUNZZ";"SKU-0077";"20";"13.00";"0.000";"260.00";"62.52";"869.90"
"ORD-10587";"2007-07-02 07:00:00";"delivered";"Krzysztof";"Florczyk";"krzysztof.florczyk@example.com";"Confections";"Product HLGZA";"SKU-0026";"6";"31.23";"0.000";"187.38";"62.52";"869.90"
"ORD-10585";"2007-07-01 07:00:00";"delivered";"Yan";"Li";"yan.li@example.com";"Confections";"Product EZZPR";"SKU-0047";"15";"9.50";"0.000";"142.50";"13.41";"155.91"
"ORD-10584";"2007-06-30 07:00:00";"delivered";"Dushyant";"Bansal";"dushyant.bansal@example.com";"Dairy Product";"Product XWOXC";"SKU-0031";"50";"12.50";"0.050";"593.75";"59.14";"652.89"
"ORD-10583";"2007-06-30 07:00:00";"delivered";"Michael";"Ludwig";"michael.ludwig@example.com";"Dairy Product";"Product COAXA";"SKU-0069";"10";"36.00";"0.150";"306.00";"7.28";"2244.78"
"ORD-10583";"2007-06-30 07:00:00";"delivered";"Michael";"Ludwig";"michael.ludwig@example.com";"Dairy Product";"Product WHBYK";"SKU-0060";"24";"34.00";"0.150";"693.60";"7.28";"2244.78"
"ORD-10583";"2007-06-30 07:00:00";"delivered";"Michael";"Ludwig";"michael.ludwig@example.com";"Meat/Poultry";"Product VJXYN";"SKU-0029";"10";"123.79";"0.000";"1237.90";"7.28";"2244.78"
"ORD-10582";"2007-06-27 07:00:00";"delivered";"Carole";"Poland";"carole.poland@example.com";"Grains/Cereals";"Product OVLQI";"SKU-0057";"4";"19.50";"0.000";"78.00";"27.71";"357.71"
"ORD-10582";"2007-06-27 07:00:00";"delivered";"Carole";"Poland";"carole.poland@example.com";"Beverages";"Product JYGFE";"SKU-0076";"14";"18.00";"0.000";"252.00";"27.71";"357.71"
"ORD-10580";"2007-06-26 07:00:00";"delivered";"Nadejda";"Marinova";"nadejda.marinova@example.com";"Seafood";"Product TTEEX";"SKU-0041";"9";"9.65";"0.050";"82.51";"75.89";"1089.64"
"ORD-10581";"2007-06-26 07:00:00";"delivered";"Giuseppe";"Russo";"giuseppe.russo@example.com";"Beverages";"Product BWRLG";"SKU-0075";"50";"7.75";"0.200";"310.00";"3.01";"313.01"
"ORD-10580";"2007-06-26 07:00:00";"delivered";"Nadejda";"Marinova";"nadejda.marinova@example.com";"Condiments";"Product XYWBZ";"SKU-0065";"30";"21.05";"0.050";"599.93";"75.89";"1089.64"
"ORD-10580";"2007-06-26 07:00:00";"delivered";"Nadejda";"Marinova";"nadejda.marinova@example.com";"Produce";"Product PWCJB";"SKU-0014";"15";"23.25";"0.050";"331.31";"75.89";"1089.64"
"ORD-10579";"2007-06-25 07:00:00";"delivered";"Krishna";"Sunkammurali";"krishna.sunkammurali@example.com";"Condiments";"Product KSZOI";"SKU-0015";"10";"15.50";"0.000";"155.00";"13.73";"331.48"
"ORD-10579";"2007-06-25 07:00:00";"delivered";"Krishna";"Sunkammurali";"krishna.sunkammurali@example.com";"Beverages";"Product BWRLG";"SKU-0075";"21";"7.75";"0.000";"162.75";"13.73";"331.48"
